ID,date,pressure,flow_rate,suction_pressure,discharge_pressure,rpm,vibration_rms,vibration_peak,structural_vibration,motor_current,power_draw_kw,bearing_temperature,motor_temperature,pump_casing_temperature,oil_temperature,fluid_temperature,ambient_temperature,oil_pressure,oil_level,seal_pressure,leakage_rate,runtime_hours_since_last_maintenance,days_since_last_maintenance,start_stop_count,pressure_fluctuations,flow_interruptions,acoustic_signal_level,time_until_next_maintenance
P2,2025-02-10,126.5,277.94,59.69,166.61,1775,2.209,3.547,1.396,16.86,9.45,63.89,76.78,69.63,63.68,55.14,30.45,4.46,85.81,3.42,0.0162,788.91,41,5,0.74,1,36.14,31
P2,2025-02-11,126.04,280.92,59.98,166.6,1780,2.169,3.832,1.487,16.98,9.49,63.1,77.28,69.92,63.49,57.44,31.48,4.42,85.62,3.39,0.0177,812.8,42,5,0.868,0,36.92,30
P2,2025-02-12,127.11,278.68,58.99,167.25,1779,2.326,3.897,1.451,17.04,9.52,64.21,76.34,69.59,63.01,57.28,30.67,4.41,84.94,3.5,0.0154,829.0,43,5,0.713,0,37.73,29
P2,2025-02-13,125.8,275.84,59.83,167.1,1779,2.293,3.833,1.472,16.93,9.57,63.85,76.74,69.67,63.71,56.22,31.42,4.46,84.08,3.52,0.0156,844.74,44,5,0.788,0,38.18,28
P2,2025-02-14,126.53,276.72,58.96,166.2,1785,2.317,3.894,1.481,17.28,9.62,62.38,78.14,71.39,63.24,56.43,31.45,4.46,84.52,3.51,0.0201,863.78,45,5,0.891,1,38.26,27
P2,2025-02-15,125.21,277.28,59.15,166.8,1778,2.348,3.94,1.59,16.86,9.54,63.5,77.68,69.09,63.57,56.27,30.76,4.46,83.97,3.45,0.0185,883.53,46,5,0.815,0,37.37,26
P2,2025-02-16,125.8,278.69,59.65,165.78,1780,2.307,4.001,1.485,17.27,9.57,64.17,76.54,70.27,63.87,56.94,30.34,4.51,84.25,3.43,0.0178,902.28,47,5,0.791,0,37.66,25
P2,2025-02-17,126.05,279.74,58.96,165.48,1770,2.494,4.141,1.626,17.2,9.67,63.93,76.49,70.52,63.87,57.42,31.31,4.39,83.43,3.49,0.0176,918.97,48,5,0.872,0,37.83,24
P2,2025-02-18,124.81,278.85,59.58,165.78,1777,2.4,3.951,1.604,17.23,9.6,64.99,77.99,69.88,64.36,56.96,30.86,4.45,83.37,3.53,0.0154,941.51,49,5,0.89,0,37.86,23
P2,2025-02-19,125.72,278.53,58.61,166.75,1776,2.501,4.102,1.609,17.35,9.63,64.69,76.39,70.39,63.54,56.82,30.83,4.42,82.28,3.56,0.0201,956.4,50,5,0.866,0,38.64,22
P2,2025-02-20,126.89,275.21,58.21,167.29,1791,2.393,4.178,1.704,17.39,9.82,64.12,77.04,69.54,63.69,56.59,31.78,4.44,82.23,3.52,0.018,972.36,51,5,0.904,3,39.76,21
P2,2025-02-21,126.2,280.01,59.24,167.22,1774,2.519,4.105,1.592,17.27,9.64,64.53,77.6,70.1,64.04,58.03,31.3,4.37,82.84,3.51,0.02,988.57,52,5,0.933,0,38.79,20
P2,2025-02-22,126.3,277.01,59.36,167.58,1785,2.626,4.303,1.646,17.18,9.78,64.92,77.06,69.89,63.43,57.33,31.83,4.39,82.15,3.55,0.0195,1009.58,53,5,0.944,0,38.47,19
P2,2025-02-23,125.93,279.67,58.45,166.79,1784,2.487,4.306,1.733,17.42,9.69,64.63,78.35,71.23,64.51,56.9,30.39,4.38,82.05,3.53,0.0207,1029.21,54,5,0.971,0,39.02,18
P2,2025-02-24,126.95,276.67,58.1,166.2,1783,2.541,4.434,1.793,17.46,9.87,65.73,78.24,71.82,64.87,56.77,30.84,4.43,81.23,3.59,0.0196,1045.44,55,5,1.032,0,39.22,17
P2,2025-02-25,125.98,278.37,57.83,167.36,1777,2.497,4.265,1.659,17.43,9.71,65.12,77.66,70.13,64.28,57.42,30.44,4.25,81.94,3.6,0.0179,1065.86,56,5,0.954,0,38.12,16
P2,2025-02-26,126.51,277.06,57.63,167.64,1773,2.604,4.423,1.678,17.65,9.78,66.13,78.73,70.28,63.69,57.23,30.11,4.36,80.86,3.63,0.0168,1086.63,57,5,0.939,1,39.45,15
P2,2025-02-27,127.69,276.58,57.16,168.45,1777,2.621,4.22,1.725,17.57,9.91,65.18,78.4,71.15,64.4,57.37,30.04,4.29,81.15,3.56,0.0201,1106.71,58,5,1.074,0,38.42,14
P2,2025-02-28,126.22,281.9,57.01,167.66,1790,2.659,4.428,1.858,17.45,10.04,66.63,78.47,71.24,64.15,57.37,29.18,4.26,80.92,3.68,0.0203,1125.42,59,5,1.001,0,38.7,13
P2,2025-03-01,127.3,274.05,56.98,167.32,1782,2.688,4.46,1.873,17.69,9.97,65.3,78.25,71.6,64.53,57.43,30.17,4.29,80.08,3.63,0.0217,1141.19,60,5,1.066,1,39.55,12
P2,2025-03-02,127.32,273.53,57.34,168.47,1777,2.761,4.589,1.765,17.62,9.96,67.15,78.73,71.59,64.69,57.62,29.18,4.27,79.84,3.59,0.02,1162.51,61,5,1.102,2,40.26,11
P2,2025-03-03,128.19,277.28,57.28,168.39,1782,2.741,4.787,1.778,17.78,9.82,66.24,78.73,72.13,64.0,58.25,29.61,4.22,79.6,3.6,0.0212,1183.89,62,5,1.123,1,39.51,10
P2,2025-03-04,127.91,277.31,56.62,169.16,1779,2.838,4.677,1.847,17.77,9.86,66.42,79.34,72.13,65.8,58.58,29.6,4.19,79.21,3.57,0.0206,1203.24,63,5,1.05,0,39.06,9
P2,2025-03-05,126.82,274.11,57.07,167.95,1779,2.768,4.746,1.827,17.68,9.94,66.52,80.63,71.69,64.55,57.46,28.66,4.29,78.63,3.62,0.02,1220.01,64,5,1.135,1,39.81,8
P2,2025-03-06,128.86,275.8,56.06,169.74,1771,2.921,4.843,1.873,17.72,9.95,67.5,78.33,71.38,64.73,57.49,29.5,4.17,79.27,3.58,0.0232,1239.46,65,5,1.154,0,39.1,7
P2,2025-03-07,127.82,276.61,56.65,168.15,1783,2.723,4.565,1.832,17.7,9.98,66.2,79.02,70.87,64.5,57.35,29.4,4.19,78.95,3.59,0.0173,1256.52,66,5,1.028,0,39.09,6
P2,2025-03-08,126.93,274.01,56.87,167.18,1783,2.872,4.757,1.844,17.65,10.08,65.34,78.29,72.44,64.86,58.62,29.42,4.18,78.94,3.61,0.0211,1271.95,67,6,1.121,0,39.27,5
P2,2025-03-09,127.55,273.65,56.47,168.04,1778,2.877,4.863,1.945,17.76,9.99,66.43,80.42,71.64,64.86,58.64,28.92,4.2,77.61,3.6,0.0232,1295.82,68,6,1.199,1,39.75,4
P2,2025-03-10,127.96,271.32,55.88,167.96,1776,2.954,5.07,1.962,17.94,10.11,67.62,80.02,72.77,65.51,59.0,29.48,4.12,77.33,3.57,0.0241,1313.6,69,6,1.236,0,40.46,3
P2,2025-03-11,128.97,273.43,55.77,168.72,1778,2.899,4.983,1.905,17.85,9.99,66.88,80.08,72.74,64.83,57.58,27.84,4.22,77.54,3.66,0.02,1329.72,70,6,1.117,1,40.9,2
P2,2025-03-12,128.65,274.73,56.29,169.42,1785,2.923,4.98,1.965,17.68,10.07,67.69,80.72,72.17,66.13,58.23,28.95,4.17,77.46,3.67,0.0233,1351.87,71,6,1.238,1,40.51,1
P2,2025-03-13,123.01,284.87,55.46,163.13,1787,1.201,2.141,0.67,16.04,8.67,56.57,70.33,63.78,60.08,54.32,29.6,4.78,88.78,3.24,0.01,31.55,1,6,0.093,0,32.46,42
P2,2025-03-14,124.95,285.2,57.18,163.35,1776,1.248,1.936,0.769,15.89,8.83,57.58,70.76,64.66,60.5,53.72,28.22,4.79,89.54,3.3,0.0096,48.98,2,7,0.105,0,32.44,41
P2,2025-03-15,124.09,284.69,55.86,164.6,1779,1.372,2.108,0.755,16.14,8.68,58.68,70.54,64.38,61.16,54.66,28.23,4.81,89.0,3.27,0.0077,72.48,3,7,0.182,0,32.86,40
P2,2025-03-16,123.36,280.69,56.62,162.24,1776,1.314,2.114,0.804,15.77,8.7,58.44,70.74,65.0,60.89,53.47,28.39,4.82,88.95,3.32,0.009,90.95,4,7,0.272,0,32.67,39
P2,2025-03-17,123.48,285.1,56.38,162.56,1790,1.436,2.427,0.956,16.18,8.73,59.09,72.02,64.7,61.13,54.56,29.8,4.73,88.3,3.23,0.0092,114.75,5,7,0.246,1,32.99,38
P2,2025-03-18,124.93,282.9,55.93,162.97,1772,1.436,2.442,0.868,16.2,8.93,59.34,70.54,64.89,60.39,54.99,28.57,4.78,88.56,3.33,0.0122,138.37,6,7,0.243,0,33.75,37
P2,2025-03-19,122.92,281.95,56.48,164.33,1785,1.575,2.661,0.994,16.13,8.77,59.67,72.4,65.12,60.58,54.72,26.9,4.79,88.62,3.4,0.0133,159.55,7,7,0.335,0,34.47,36
P2,2025-03-20,124.49,279.93,56.48,164.86,1778,1.498,2.481,0.981,16.27,8.95,59.24,74.32,65.79,61.48,54.34,27.15,4.81,88.42,3.27,0.0153,180.51,8,7,0.352,1,34.32,35
P2,2025-03-21,123.98,281.38,56.5,164.59,1784,1.595,2.545,1.021,16.35,8.88,59.04,72.11,65.26,61.07,54.64,27.62,4.72,86.98,3.33,0.0117,197.26,9,7,0.336,0,34.97,34
P2,2025-03-22,124.62,283.84,56.45,164.82,1777,1.654,2.576,0.925,16.51,8.96,59.51,72.09,65.69,61.55,55.29,28.34,4.63,87.87,3.34,0.0127,219.2,10,7,0.423,0,33.99,33
P2,2025-03-23,123.75,282.08,56.74,163.22,1791,1.593,2.531,1.096,16.26,8.92,59.16,72.99,66.78,61.93,53.86,27.28,4.73,87.52,3.31,0.0117,239.19,11,7,0.367,0,34.36,32
P2,2025-03-24,124.96,283.68,55.93,164.53,1791,1.718,2.76,0.96,16.73,9.08,58.89,73.44,66.7,61.38,54.98,27.16,4.56,87.23,3.31,0.0145,258.91,12,7,0.407,0,34.75,31
P2,2025-03-25,126.04,279.29,55.39,165.93,1783,1.731,2.871,1.109,16.43,9.01,59.77,72.52,65.2,62.19,55.31,26.93,4.63,86.17,3.36,0.0146,278.96,13,7,0.502,1,36.0,30
P2,2025-03-26,126.57,281.32,55.54,166.02,1774,1.646,3.0,1.095,16.82,9.14,60.74,72.04,66.89,61.55,54.88,25.33,4.64,87.15,3.35,0.0163,295.06,14,7,0.473,0,34.63,29
P2,2025-03-27,124.3,282.95,57.02,163.5,1776,1.819,3.081,1.136,16.58,9.15,61.13,72.43,66.56,61.58,54.83,26.04,4.61,87.43,3.42,0.0148,313.72,15,7,0.445,0,35.25,28
P2,2025-03-28,124.83,282.77,55.42,167.04,1769,1.915,2.942,1.108,16.56,9.08,59.81,72.26,65.7,62.34,54.77,27.27,4.62,86.21,3.45,0.0147,332.67,16,7,0.576,0,35.81,27
P2,2025-03-29,124.72,283.0,56.17,164.53,1779,1.905,3.108,1.222,16.89,9.21,60.47,72.97,65.5,62.61,55.23,26.3,4.61,86.19,3.32,0.0166,355.16,17,7,0.581,0,35.86,26
P2,2025-03-30,125.63,280.61,56.32,164.95,1769,1.928,3.184,1.179,16.77,9.23,60.14,73.6,66.16,62.19,54.88,28.13,4.58,86.44,3.38,0.0147,370.41,18,7,0.53,0,35.6,25
P2,2025-03-31,125.56,278.83,57.34,165.68,1774,1.987,3.233,1.191,16.66,9.21,59.73,73.54,67.99,62.05,55.98,27.66,4.52,85.81,3.46,0.0168,386.64,19,7,0.636,0,36.28,24
P2,2025-04-01,124.7,282.12,55.94,163.39,1774,1.952,3.111,1.231,16.54,9.18,60.54,73.77,67.25,62.44,55.37,27.02,4.6,85.63,3.41,0.0147,403.53,20,7,0.629,0,36.01,23
P2,2025-04-02,124.97,283.14,56.02,165.04,1777,1.903,3.31,1.371,16.88,9.23,60.9,74.24,67.42,63.19,55.75,27.77,4.54,85.96,3.47,0.0174,422.26,21,7,0.677,0,36.57,22
P2,2025-04-03,125.83,280.84,55.51,167.3,1781,2.039,3.34,1.392,17.02,9.37,61.93,73.66,67.55,62.86,57.0,27.13,4.54,85.71,3.45,0.0155,440.98,22,7,0.678,0,36.39,21
P2,2025-04-04,125.47,279.09,56.71,164.69,1781,2.056,3.565,1.368,17.15,9.51,62.21,74.77,67.45,63.39,55.52,28.26,4.56,84.15,3.41,0.0154,458.12,23,7,0.71,0,36.74,20
P2,2025-04-05,125.73,279.78,56.67,165.57,1773,2.262,3.669,1.362,16.95,9.59,61.95,74.84,68.15,63.96,55.54,26.06,4.44,84.47,3.49,0.0173,480.75,24,7,0.817,0,36.47,19
P2,2025-04-06,125.83,281.71,56.92,167.65,1777,2.148,3.604,1.448,17.23,9.47,61.57,76.13,66.9,63.75,55.39,27.32,4.5,83.52,3.49,0.0188,504.01,25,7,0.752,0,37.84,18
P2,2025-04-07,127.34,275.96,57.46,167.36,1772,2.254,3.867,1.46,17.15,9.53,63.05,75.03,69.01,63.26,56.47,27.57,4.46,83.28,3.42,0.0181,521.17,26,7,0.824,0,36.86,17
P2,2025-04-08,126.96,279.09,57.24,166.92,1789,2.312,3.89,1.453,17.23,9.6,62.39,75.0,68.22,64.18,56.45,27.02,4.44,83.31,3.5,0.018,544.15,27,7,0.779,0,37.81,16
P2,2025-04-09,126.15,274.52,56.95,166.86,1780,2.406,3.923,1.558,17.38,9.69,63.64,76.0,68.53,63.63,56.72,26.21,4.41,82.9,3.52,0.0199,566.32,28,7,0.801,0,37.64,15
P2,2025-04-10,126.86,278.63,58.05,166.94,1776,2.283,4.046,1.445,17.05,9.62,62.26,74.24,69.49,63.13,56.02,27.61,4.39,82.64,3.51,0.0214,581.48,29,7,0.871,0,37.8,14
P2,2025-04-11,125.83,277.1,57.65,167.44,1782,2.356,3.981,1.674,17.15,9.47,63.45,76.61,68.62,64.08,57.09,26.36,4.43,82.47,3.46,0.0179,598.72,30,7,0.897,0,37.64,13
P2,2025-04-12,125.02,275.57,58.67,166.62,1776,2.33,4.131,1.61,17.32,9.77,64.2,76.42,68.6,64.07,57.7,26.62,4.33,81.59,3.55,0.0212,616.97,31,7,0.9,0,38.34,12
P2,2025-04-13,125.04,276.53,57.7,167.62,1781,2.481,4.278,1.611,17.35,9.73,63.78,75.07,69.26,63.38,55.68,27.45,4.31,81.96,3.5,0.0195,632.67,32,7,0.951,0,38.49,11
P2,2025-04-14,127.43,273.42,57.73,169.21,1774,2.437,4.087,1.678,17.52,9.78,62.72,76.54,69.06,64.68,57.66,25.67,4.39,82.08,3.49,0.0226,655.34,33,7,0.926,1,38.7,10
P2,2025-04-15,125.51,273.52,57.56,165.97,1782,2.685,4.319,1.655,17.28,9.71,64.56,76.09,69.32,64.73,56.92,26.83,4.36,81.47,3.57,0.0182,672.48,34,7,0.997,0,39.15,9
P2,2025-04-16,126.38,275.53,58.74,167.57,1782,2.624,4.32,1.672,17.67,9.78,63.96,77.01,69.04,64.56,57.45,25.8,4.32,80.5,3.49,0.0177,690.76,35,7,1.084,1,39.13,8
P2,2025-04-17,126.86,274.78,57.63,167.83,1778,2.675,4.294,1.793,17.55,9.83,64.7,77.22,70.37,64.68,57.56,26.28,4.38,80.27,3.59,0.0206,712.31,36,8,1.07,0,38.63,7
P2,2025-04-18,126.33,275.2,58.72,169.42,1776,2.711,4.373,1.677,17.63,9.87,64.72,77.94,69.18,63.61,58.31,26.06,4.23,80.71,3.53,0.0221,726.38,37,8,1.033,0,39.93,6
P2,2025-04-19,127.25,272.18,58.13,166.13,1780,2.793,4.402,1.815,17.26,9.96,65.05,76.04,69.77,65.31,57.04,26.13,4.21,79.49,3.55,0.0229,745.57,38,8,1.105,1,40.05,5
P2,2025-04-20,127.58,273.49,57.5,167.08,1781,2.975,4.772,1.881,17.79,10.05,65.33,76.63,70.35,64.87,57.98,27.26,4.25,78.89,3.58,0.0206,767.68,39,8,1.194,1,41.17,4
P2,2025-04-21,128.35,276.16,58.47,167.94,1770,2.901,4.762,1.97,17.79,10.09,64.45,78.14,71.09,65.66,57.79,25.77,4.3,78.8,3.65,0.0261,784.96,40,8,1.174,0,40.55,3
P2,2025-04-22,127.98,272.82,58.84,168.42,1766,2.943,4.917,1.967,17.95,10.22,66.7,77.44,71.41,64.12,59.01,26.26,4.18,78.86,3.72,0.0235,803.35,41,8,1.27,2,41.72,2
P2,2025-04-23,127.74,272.93,59.59,169.29,1776,2.898,4.79,1.894,17.9,10.16,65.55,77.72,71.61,65.43,58.17,26.15,4.22,78.01,3.58,0.0221,827.24,42,8,1.236,0,40.31,1
P2,2025-04-24,123.09,284.76,59.75,163.09,1785,1.118,2.005,0.656,15.61,8.62,55.6,69.51,61.92,60.62,52.93,27.22,5.28,91.51,3.33,0.0104,24.55,1,9,0.1,0,32.89,57
P2,2025-04-25,123.09,283.62,59.59,162.99,1774,1.153,1.98,0.699,16.02,8.69,56.64,68.71,61.77,60.45,53.54,25.8,5.31,91.67,3.27,0.0095,41.74,2,9,0.177,0,33.03,56
P2,2025-04-26,123.38,284.56,59.33,163.3,1791,1.19,1.981,0.772,16.03,8.74,55.72,68.26,63.52,60.9,54.16,26.51,5.18,91.18,3.34,0.0106,63.57,3,9,0.192,0,32.31,55
P2,2025-04-27,122.53,281.47,59.45,163.82,1782,1.292,2.153,0.831,15.98,8.64,56.64,69.1,62.3,61.43,54.68,27.55,5.2,91.37,3.28,0.0111,83.73,4,9,0.255,1,33.5,54
P2,2025-04-28,122.91,282.68,59.38,162.67,1792,1.475,2.284,0.811,15.97,8.82,56.96,70.56,63.71,60.35,54.11,25.96,5.16,91.58,3.27,0.0141,99.42,5,9,0.305,1,34.1,53
P2,2025-04-29,123.25,283.6,59.81,163.04,1780,1.272,2.129,0.866,16.06,8.82,57.37,70.28,63.86,59.88,52.88,26.86,5.09,90.37,3.37,0.0122,117.55,6,9,0.283,0,33.31,52
P2,2025-04-30,124.01,283.32,60.6,162.68,1797,1.309,2.23,0.866,15.99,8.71,57.03,69.64,63.13,60.37,53.87,26.17,5.18,89.69,3.25,0.0115,135.99,7,9,0.255,0,33.1,51
P2,2025-05-01,122.57,282.85,58.62,162.99,1783,1.52,2.262,0.826,16.24,8.81,57.28,70.93,63.98,60.2,54.73,27.95,5.14,89.94,3.28,0.0134,150.4,8,10,0.274,0,33.89,50
P2,2025-05-02,122.2,284.61,60.14,162.01,1786,1.362,2.367,0.887,16.18,9.02,57.33,70.15,63.05,59.81,54.17,28.23,5.14,90.28,3.28,0.0117,168.75,9,10,0.289,0,33.77,49
P2,2025-05-03,122.59,281.64,58.93,164.76,1785,1.428,2.453,0.803,16.3,8.84,57.45,71.5,62.92,60.72,52.97,26.15,5.17,90.13,3.3,0.0119,186.83,10,10,0.421,0,33.27,48
P2,2025-05-04,123.01,280.28,60.45,164.22,1776,1.533,2.557,0.969,16.24,8.85,58.4,71.04,63.23,61.23,54.71,27.72,5.11,90.09,3.37,0.0108,208.67,11,10,0.335,0,34.05,47
P2,2025-05-05,122.83,285.07,60.46,163.64,1784,1.513,2.639,0.99,16.35,8.92,57.97,71.54,64.06,60.98,54.75,27.88,5.2,89.44,3.36,0.0165,228.43,12,10,0.395,0,33.97,46
P2,2025-05-06,124.07,283.31,59.94,163.62,1773,1.507,2.457,0.808,16.07,8.92,57.33,70.7,63.25,60.56,54.28,26.71,5.14,88.95,3.3,0.0107,249.01,13,10,0.379,0,34.7,45
P2,2025-05-07,123.04,284.58,60.38,164.59,1780,1.562,2.664,0.986,16.51,9.11,57.45,71.03,64.45,61.36,54.96,27.64,5.1,89.06,3.45,0.0131,268.5,14,10,0.348,0,35.13,44
P2,2025-05-08,123.44,283.81,60.52,164.35,1785,1.714,2.718,1.163,16.26,9.02,59.08,70.67,64.46,61.81,54.64,28.51,5.07,89.5,3.36,0.0145,288.3,15,10,0.477,0,34.23,43
P2,2025-05-09,123.97,279.97,60.67,164.25,1780,1.744,2.786,1.072,16.32,9.02,57.95,69.65,64.03,61.83,55.37,28.42,5.02,88.83,3.32,0.0164,304.93,16,10,0.449,0,34.09,42
P2,2025-05-10,123.77,283.94,61.1,165.14,1779,1.609,2.723,1.054,16.33,9.07,58.55,72.06,64.43,60.97,54.65,27.62,4.95,89.24,3.35,0.0138,326.85,17,10,0.383,0,34.37,41
P2,2025-05-11,124.27,278.87,59.92,162.95,1782,1.694,2.852,1.036,16.53,8.99,57.87,72.46,64.88,61.42,54.62,27.45,5.11,88.66,3.39,0.0134,343.7,18,10,0.49,0,35.43,40
P2,2025-05-12,124.43,282.96,59.64,165.99,1789,1.835,2.831,1.074,16.44,9.01,58.87,72.15,65.27,61.34,55.21,27.91,4.93,88.08,3.46,0.0163,362.22,19,10,0.52,0,35.4,39
P2,2025-05-13,124.21,277.97,59.18,164.54,1782,1.748,2.963,1.104,16.71,9.18,59.9,70.93,64.23,62.85,54.76,29.16,4.95,87.74,3.37,0.0135,383.41,20,10,0.486,0,35.35,38
P2,2025-05-14,125.17,280.07,59.79,164.43,1780,1.882,2.897,1.227,16.53,9.34,59.16,70.81,65.36,61.88,54.78,28.64,4.94,88.21,3.45,0.0143,399.08,21,10,0.592,0,35.28,37
P2,2025-05-15,124.75,283.1,60.7,164.51,1786,1.792,3.015,1.182,16.39,9.09,60.02,71.79,64.66,62.76,54.59,29.29,5.04,87.68,3.33,0.0148,416.08,22,10,0.507,0,34.92,36
P2,2025-05-16,125.49,281.32,59.34,165.92,1781,1.932,3.257,1.231,16.65,9.29,60.54,73.09,65.63,62.77,54.98,27.39,4.93,87.5,3.46,0.0163,438.8,23,10,0.594,0,35.23,35
P2,2025-05-17,123.94,280.58,60.5,165.62,1780,1.892,3.209,1.249,16.55,9.21,59.48,71.48,66.02,62.45,55.41,27.67,4.88,87.42,3.39,0.0148,457.26,24,10,0.612,0,35.45,34
P2,2025-05-18,124.68,282.56,60.25,164.74,1775,1.899,3.111,1.203,16.57,9.26,59.49,71.68,64.8,62.39,56.0,29.11,4.97,86.31,3.48,0.0174,475.8,25,10,0.635,0,36.54,33
P2,2025-05-19,124.34,283.53,59.92,165.74,1771,1.944,3.268,1.177,16.6,9.34,58.77,72.55,66.64,61.62,55.82,28.49,4.88,87.43,3.47,0.0166,491.41,26,10,0.642,0,35.91,32
P2,2025-05-20,125.91,278.78,59.85,166.47,1770,2.019,3.198,1.164,16.91,9.28,58.83,72.76,64.59,62.75,56.09,28.57,4.91,86.63,3.44,0.0155,513.61,27,10,0.582,0,36.2,31
P2,2025-05-21,124.37,281.55,59.7,163.33,1776,1.969,3.192,1.285,16.85,9.32,60.53,73.02,66.08,62.12,56.16,27.65,4.9,86.24,3.4,0.0169,531.69,28,10,0.611,0,36.7,30
P2,2025-05-22,124.05,281.01,60.77,163.75,1781,1.99,3.427,1.31,16.77,9.42,60.07,74.0,66.23,61.86,56.17,29.07,4.86,87.56,3.46,0.0154,550.16,29,10,0.636,0,36.12,29
P2,2025-05-23,125.04,281.84,59.73,164.7,1781,2.036,3.328,1.344,16.72,9.59,59.51,73.07,66.9,63.35,56.27,29.98,4.83,85.21,3.39,0.018,567.07,30,10,0.732,0,36.96,28
P2,2025-05-24,124.48,280.38,59.64,166.88,1772,2.059,3.4,1.265,17.12,9.42,59.23,71.99,65.72,61.71,56.25,29.69,4.79,85.95,3.48,0.0144,586.23,31,10,0.716,0,37.27,27
P2,2025-05-25,125.84,277.86,60.14,164.88,1781,2.114,3.757,1.288,16.99,9.6,60.36,72.62,65.96,63.37,56.56,30.34,4.79,85.67,3.55,0.0194,603.85,32,10,0.715,0,37.2,26
P2,2025-05-26,126.27,279.34,59.54,166.98,1785,2.085,3.586,1.373,17.12,9.51,60.66,72.15,66.5,62.57,57.15,30.03,4.85,84.73,3.51,0.0178,619.93,33,10,0.751,0,37.3,25
P2,2025-05-27,125.02,280.0,60.15,167.06,1792,2.262,3.713,1.425,17.06,9.5,61.29,71.83,66.41,62.88,56.24,29.9,4.76,84.55,3.44,0.0176,635.94,34,10,0.784,0,36.73,24
P2,2025-05-28,125.13,278.16,59.68,166.83,1788,2.125,3.789,1.521,16.97,9.59,61.3,73.55,67.04,61.97,55.98,28.05,4.76,84.04,3.46,0.0171,651.25,35,11,0.762,0,38.07,23
P2,2025-05-29,126.67,278.11,59.73,167.75,1787,2.24,3.692,1.41,17.26,9.55,60.77,72.44,66.65,63.01,57.12,29.46,4.88,84.94,3.46,0.0141,668.88,36,11,0.809,0,36.99,22
P2,2025-05-30,125.66,277.72,59.41,167.33,1779,2.232,3.753,1.36,17.35,9.56,62.25,72.32,66.34,63.93,57.68,30.94,4.78,84.35,3.45,0.018,685.89,37,11,0.801,0,36.89,21
P2,2025-05-31,125.42,279.49,58.76,167.28,1776,2.198,3.837,1.454,17.31,9.7,61.03,73.65,66.95,63.04,57.82,30.52,4.77,83.85,3.57,0.0227,705.85,38,11,0.85,0,38.43,20
P2,2025-06-01,124.35,277.17,58.83,164.43,1776,2.418,3.879,1.515,17.17,9.72,62.82,73.61,67.18,63.58,57.09,30.23,4.76,82.91,3.49,0.0184,720.95,39,11,0.891,0,38.39,19
P2,2025-06-02,126.51,276.2,58.51,169.83,1776,2.378,4.052,1.533,17.26,9.73,61.93,74.33,67.38,63.7,56.3,30.99,4.65,83.54,3.46,0.019,738.31,40,12,0.892,1,39.19,18
P2,2025-06-03,125.98,275.29,59.51,166.91,1766,2.537,4.004,1.521,17.43,9.65,61.54,73.89,67.36,64.53,56.42,30.29,4.75,82.99,3.52,0.0198,761.58,41,12,0.885,0,38.4,17
P2,2025-06-04,125.87,276.47,59.5,165.9,1774,2.312,4.053,1.548,17.3,9.62,62.75,73.77,67.33,63.92,57.88,30.75,4.67,82.31,3.48,0.0225,783.93,42,12,0.874,0,38.59,16
P2,2025-06-05,125.8,277.35,58.23,166.98,1776,2.407,4.206,1.553,17.23,9.69,62.1,74.15,68.12,64.04,57.64,31.37,4.65,81.15,3.57,0.0203,798.46,43,12,0.942,0,38.89,15
P2,2025-06-06,125.82,276.68,59.02,167.79,1768,2.547,4.228,1.643,17.39,9.65,62.57,73.85,66.71,63.61,57.83,30.73,4.65,82.09,3.46,0.0197,816.25,44,12,0.994,1,39.4,14
P2,2025-06-07,127.96,275.84,57.71,167.78,1772,2.409,4.218,1.689,17.48,9.81,62.87,75.27,69.59,63.42,57.26,31.07,4.67,81.84,3.49,0.0212,832.41,45,12,0.998,0,39.02,13
P2,2025-06-08,125.95,278.06,58.87,168.88,1786,2.643,4.409,1.682,17.53,9.75,63.09,75.15,68.9,64.21,58.03,30.5,4.67,81.01,3.64,0.0211,854.55,46,12,1.091,0,39.52,12
P2,2025-06-09,127.27,277.01,58.06,167.15,1786,2.527,4.493,1.761,17.3,9.86,62.95,74.33,68.12,64.71,58.97,31.56,4.72,79.97,3.65,0.0225,871.23,47,12,1.024,1,39.37,11
P2,2025-06-10,126.53,274.15,58.48,167.17,1779,2.481,4.446,1.762,17.57,9.98,62.77,74.94,67.63,64.11,57.64,30.47,4.55,80.42,3.55,0.022,885.43,48,12,0.941,0,38.46,10
P2,2025-06-11,126.2,277.49,58.79,167.58,1782,2.674,4.348,1.721,17.61,9.87,63.74,76.8,67.89,64.53,57.82,30.77,4.66,80.49,3.56,0.0188,908.54,49,13,1.059,0,39.0,9
P2,2025-06-12,125.42,272.76,57.5,168.34,1780,2.8,4.545,1.69,17.6,9.81,64.27,75.17,69.13,64.93,57.99,30.28,4.63,80.09,3.5,0.0225,932.4,50,13,1.106,1,40.21,8
P2,2025-06-13,127.99,274.09,57.4,168.63,1780,2.818,4.694,1.68,17.68,10.02,64.57,75.81,68.29,64.28,58.81,31.58,4.66,79.4,3.64,0.0256,947.25,51,13,1.11,1,40.34,7
P2,2025-06-14,128.22,277.3,57.16,169.67,1781,2.9,4.807,1.857,17.73,9.96,63.97,76.32,68.71,65.4,59.65,31.41,4.55,78.54,3.6,0.0225,969.83,52,13,1.157,0,40.14,6
